0.000001,0.000014,0.000753,0.991850,0.007381
0.000018,0.000205,0.003357,0.634669,0.361752
0.000007,0.000026,0.001058,0.886438,0.112471
0.000006,0.000055,0.001259,0.965965,0.032715
0.000002,0.000016,0.000376,0.830378,0.169228
0.000001,0.000006,0.000236,0.789923,0.209834
0.000001,0.000007,0.000260,0.997717,0.002014
0.000001,0.000013,0.000324,0.611260,0.388402
0.000002,0.000023,0.000699,0.970501,0.028775
0.000001,0.000011,0.000380,0.961717,0.037891
0.000002,0.000029,0.001069,0.695561,0.303338
0.000001,0.000026,0.000540,0.585024,0.414407
0.000002,0.000029,0.001044,0.907012,0.091913
0.000000,0.000001,0.000045,0.579156,0.420799
0.000000,0.000001,0.000055,0.837629,0.162315
0.000003,0.000021,0.000684,0.911179,0.088114
0.000001,0.000005,0.000186,0.730827,0.268982
0.000003,0.000018,0.000766,0.774130,0.225083
0.000000,0.000008,0.000358,0.712539,0.287094
0.000001,0.000003,0.000291,0.913611,0.086094
0.000003,0.000033,0.000856,0.299300,0.699808
0.000006,0.000027,0.001206,0.830162,0.168599
0.000024,0.000247,0.006162,0.719310,0.274257
0.000000,0.000003,0.000132,0.868207,0.131657
0.000000,0.000004,0.000161,0.879153,0.120681
0.000000,0.000000,0.000010,0.995369,0.004620
0.000003,0.000022,0.000469,0.291985,0.707522
0.000003,0.000048,0.001281,0.825190,0.173478
0.000003,0.000036,0.000558,0.889790,0.109614
0.000000,0.000004,0.000165,0.930073,0.069758
0.000008,0.000126,0.002793,0.996789,0.000285
0.000002,0.000030,0.000884,0.708660,0.290425
0.000001,0.000019,0.000634,0.955323,0.044022
0.000004,0.000048,0.000788,0.724154,0.275006
0.000007,0.000070,0.001225,0.478852,0.519846
0.000001,0.000007,0.000266,0.879916,0.119810
0.000000,0.000003,0.000131,0.983573,0.016293
0.000001,0.000015,0.000407,0.762269,0.237308
0.000000,0.000008,0.000324,0.854412,0.145256
0.000001,0.000006,0.000136,0.108540,0.891317
0.000003,0.000039,0.001240,0.897692,0.101026
0.000000,0.000005,0.000183,0.777076,0.222737
0.000004,0.000031,0.000549,0.307090,0.692326
0.000001,0.000009,0.000452,0.892989,0.106548
0.000000,0.000001,0.000078,0.938679,0.061243
0.000003,0.000023,0.000547,0.812717,0.186711
0.000004,0.000033,0.000827,0.686400,0.312736
0.000008,0.000086,0.001951,0.697013,0.300942
0.000006,0.000054,0.001093,0.594046,0.404801
0.000010,0.000095,0.003218,0.995526,0.001151
0.000003,0.000019,0.000357,0.615571,0.384050
0.000005,0.000036,0.000981,0.735274,0.263703
0.000001,0.000022,0.000522,0.577702,0.421753
0.000012,0.000079,0.001561,0.684948,0.313400
0.000002,0.000019,0.000540,0.667876,0.331563
0.000000,0.000001,0.000075,0.529455,0.470469
0.000003,0.000043,0.001122,0.833152,0.165680
0.000001,0.000010,0.000162,0.268448,0.731379
0.000000,0.000000,0.000000,0.316733,0.683267
