0.000000,0.000003,0.000305,0.993151,0.006541
0.000003,0.000060,0.001656,0.546177,0.452104
0.000001,0.000004,0.000329,0.856161,0.143505
0.000001,0.000014,0.000509,0.956848,0.042628
0.000000,0.000003,0.000122,0.829745,0.170129
0.000000,0.000002,0.000103,0.688584,0.311312
0.000000,0.000001,0.000064,0.999280,0.000656
0.000000,0.000002,0.000083,0.549664,0.450251
0.000001,0.000010,0.000510,0.940790,0.058688
0.000000,0.000002,0.000133,0.988208,0.011658
0.000001,0.000009,0.000584,0.741298,0.258108
0.000000,0.000005,0.000196,0.570258,0.429541
0.000000,0.000007,0.000496,0.929497,0.069999
0.000000,0.000000,0.000012,0.536620,0.463367
0.000000,0.000000,0.000021,0.866155,0.133823
0.000000,0.000003,0.000192,0.922165,0.077639
0.000000,0.000001,0.000063,0.730101,0.269836
0.000001,0.000007,0.000492,0.733616,0.265884
0.000000,0.000002,0.000147,0.750637,0.249214
0.000000,0.000001,0.000111,0.935000,0.064889
0.000000,0.000008,0.000328,0.260736,0.738927
0.000001,0.000008,0.000720,0.921428,0.077843
0.000005,0.000075,0.003638,0.718381,0.277901
0.000000,0.000001,0.000084,0.842140,0.157775
0.000000,0.000001,0.000040,0.906906,0.093053
0.000000,0.000000,0.000007,0.995641,0.004352
0.000000,0.000006,0.000166,0.229934,0.769894
0.000000,0.000012,0.000612,0.885913,0.113463
0.000000,0.000007,0.000160,0.872117,0.127716
0.000000,0.000001,0.000050,0.943895,0.056055
0.000001,0.000029,0.001401,0.998510,0.000059
0.000000,0.000008,0.000424,0.756892,0.242676
0.000000,0.000004,0.000224,0.982142,0.017630
0.000001,0.000011,0.000273,0.655362,0.344353
0.000001,0.000022,0.000601,0.502497,0.496879
0.000000,0.000001,0.000085,0.898511,0.101403
0.000000,0.000001,0.000063,0.977846,0.022090
0.000000,0.000002,0.000110,0.816900,0.182988
0.000000,0.000002,0.000145,0.898978,0.100875
0.000000,0.000001,0.000027,0.062361,0.937611
0.000000,0.000011,0.000624,0.943396,0.055968
0.000000,0.000001,0.000067,0.626327,0.373605
0.000001,0.000008,0.000213,0.285726,0.714053
0.000000,0.000004,0.000358,0.877085,0.122553
0.000000,0.000000,0.000052,0.916145,0.083803
0.000000,0.000005,0.000204,0.748300,0.251491
0.000001,0.000008,0.000333,0.629976,0.369682
0.000001,0.000022,0.000875,0.620255,0.378846
0.000001,0.000013,0.000457,0.547152,0.452376
0.000003,0.000033,0.002534,0.996643,0.000788
0.000000,0.000004,0.000135,0.660650,0.339211
0.000000,0.000005,0.000273,0.739156,0.260565
0.000000,0.000005,0.000231,0.677535,0.322229
0.000002,0.000021,0.000638,0.691287,0.308052
0.000000,0.000003,0.000179,0.720766,0.279052
0.000000,0.000001,0.000037,0.480278,0.519685
0.000001,0.000017,0.000808,0.783504,0.215670
0.000000,0.000001,0.000019,0.125605,0.874375
0.000000,0.000000,0.000000,0.249663,0.750337
0.000001,0.000010,0.000319,0.387248,0.612422
0.000001,0.000010,0.000381,0.343202,0.656406
0.000000,0.000002,0.000064,0.881241,0.118693
0.000000,0.000000,0.000030,0.965368,0.034602
0.000000,0.000005,0.000116,0.617623,0.382255
0.000002,0.000030,0.001068,0.469519,0.529381
0.000000,0.000001,0.000083,0.902238,0.097679
0.000000,0.000004,0.000078,0.670502,0.329416
0.000000,0.000002,0.000085,0.865170,0.134743
0.000000,0.000004,0.000197,0.758134,0.241665
0.000000,0.000003,0.000144,0.836899,0.162953
0.000000,0.000004,0.000228,0.518671,0.481097
0.000001,0.000015,0.000558,0.791664,0.207762
0.000000,0.000001,0.000042,0.978375,0.021582
0.000001,0.000008,0.000542,0.577667,0.421783
0.000001,0.000012,0.000820,0.837559,0.161608
0.000001,0.000018,0.000524,0.850760,0.148697
0.000000,0.000005,0.000297,0.973486,0.026212
0.000000,0.000001,0.000065,0.350798,0.649136
0.000000,0.000004,0.000156,0.763419,0.236420
0.000002,0.000032,0.002325,0.996861,0.000780
0.000002,0.000020,0.001294,0.996063,0.002622
0.000000,0.000003,0.000195,0.417006,0.582796
0.000001,0.000009,0.000336,0.482639,0.517017
0.000000,0.000000,0.000018,0.987069,0.012913
0.000001,0.000010,0.000715,0.976780,0.022494
0.000000,0.000001,0.000090,0.963776,0.036134
0.000000,0.000001,0.000058,0.551872,0.448069
0.000000,0.000004,0.000351,0.874744,0.124901
0.000001,0.000008,0.000362,0.816196,0.183434
0.000001,0.000010,0.000202,0.743611,0.256177
0.000001,0.000014,0.000397,0.639028,0.360559
0.000001,0.000010,0.000435,0.608523,0.391031
0.000000,0.000004,0.000121,0.310102,0.689774
0.000000,0.000004,0.000188,0.892725,0.107082
0.000000,0.000002,0.000095,0.958594,0.041309
0.000000,0.000002,0.000065,0.529200,0.470733
0.000000,0.000008,0.000450,0.922956,0.076586
0.000000,0.000002,0.000206,0.937371,0.062421
0.000000,0.000007,0.000693,0.825060,0.174239
0.000000,0.000003,0.000121,0.687405,0.312470
0.000000,0.000003,0.000412,0.533926,0.465658
0.000000,0.000001,0.000040,0.963419,0.036539
0.000001,0.000006,0.000404,0.964041,0.035549
0.000000,0.000001,0.000050,0.891250,0.108699
0.000000,0.000001,0.000035,0.996920,0.003045
0.000000,0.000003,0.000138,0.324716,0.675143
0.000000,0.000008,0.000429,0.892137,0.107425
0.000000,0.000005,0.000197,0.482631,0.517166
0.000001,0.000013,0.000726,0.392501,0.606760
0.000000,0.000001,0.000070,0.995660,0.004269
0.000000,0.000006,0.000281,0.882263,0.117449
0.000000,0.000001,0.000067,0.990470,0.009462
0.000001,0.000046,0.001965,0.991392,0.006596
0.000000,0.000004,0.000457,0.942254,0.057284
0.000000,0.000002,0.000087,0.749714,0.250197
0.000000,0.000001,0.000046,0.909818,0.090135
0.000000,0.000001,0.000078,0.724293,0.275628
0.000002,0.000033,0.002057,0.997836,0.000072
0.000000,0.000001,0.000063,0.881138,0.118798
0.000001,0.000010,0.000601,0.878322,0.121066
0.000000,0.000003,0.000211,0.735769,0.264017
0.000000,0.000001,0.000029,0.717986,0.281984
0.000000,0.000002,0.000099,0.751279,0.248620
0.000000,0.000004,0.000088,0.233131,0.766777
0.000000,0.000007,0.000414,0.729846,0.269733
0.000001,0.000006,0.000363,0.969882,0.029749
0.000000,0.000004,0.000101,0.134022,0.865873
0.000000,0.000001,0.000120,0.982383,0.017496
0.000000,0.000000,0.000016,0.953515,0.046468
