0.036981,0.287736,0.166927,0.044583,0.199298,0.105357,0.043593,0.041055,0.030499,0.043971
0.058253,0.342370,0.070805,0.085823,0.070221,0.095552,0.096447,0.086028,0.064073,0.030429
0.046909,0.193390,0.073082,0.086555,0.171544,0.058632,0.145553,0.087820,0.100373,0.036140
0.074899,0.130820,0.085136,0.101866,0.113048,0.115424,0.109198,0.077719,0.095042,0.096848
0.101177,0.237363,0.034724,0.083046,0.070586,0.127793,0.114855,0.029286,0.086093,0.115076
0.026486,0.389931,0.037719,0.028995,0.017789,0.040467,0.390513,0.025224,0.030569,0.012308
0.043996,0.196468,0.068429,0.030225,0.341335,0.117256,0.048584,0.038334,0.077915,0.037458
0.097697,0.191822,0.044656,0.072650,0.066046,0.197138,0.080827,0.087301,0.078541,0.083320
0.045267,0.108581,0.075383,0.110111,0.104259,0.134614,0.213936,0.073617,0.040172,0.094060
0.042607,0.159442,0.117422,0.127065,0.101335,0.046854,0.108722,0.089883,0.054764,0.151906
0.058935,0.091161,0.276541,0.057914,0.217474,0.051567,0.065321,0.054011,0.066281,0.060796
0.065935,0.129065,0.123084,0.130403,0.117118,0.057545,0.117700,0.107172,0.055298,0.096678
0.029854,0.338785,0.056138,0.038652,0.038186,0.026013,0.388487,0.024295,0.018729,0.040862
0.059294,0.211575,0.163975,0.083106,0.074296,0.088600,0.080877,0.066751,0.068873,0.102653
0.091823,0.072782,0.091061,0.118090,0.088418,0.121407,0.111291,0.102782,0.080907,0.121440
0.033913,0.113914,0.108669,0.077801,0.048568,0.092816,0.323313,0.072389,0.056550,0.072067
0.050242,0.331128,0.094564,0.085352,0.062550,0.086754,0.068653,0.088153,0.060759,0.071843
0.051388,0.345490,0.104458,0.078803,0.057722,0.047294,0.082180,0.069154,0.054774,0.108737
0.049545,0.059078,0.080427,0.072788,0.156760,0.067074,0.217926,0.136522,0.069257,0.090622
0.081979,0.296123,0.107445,0.080883,0.067018,0.038668,0.103814,0.077348,0.063768,0.082955
0.051692,0.271100,0.096317,0.056875,0.046209,0.051276,0.295824,0.030842,0.023981,0.075883
0.022381,0.098743,0.064741,0.090572,0.080521,0.215979,0.131239,0.100036,0.096730,0.099060
0.055319,0.144534,0.086856,0.104802,0.058127,0.121575,0.242628,0.027481,0.067428,0.091251
0.082299,0.047497,0.295762,0.062417,0.205354,0.101396,0.053156,0.048574,0.036565,0.066981
0.079024,0.148993,0.050887,0.128460,0.060780,0.037744,0.129402,0.168861,0.090791,0.105057
0.031166,0.095630,0.093060,0.126724,0.136640,0.082426,0.170172,0.028179,0.095876,0.140127
0.094882,0.039192,0.097092,0.075351,0.085684,0.075137,0.304909,0.048755,0.107150,0.071847
0.063815,0.100106,0.225847,0.084841,0.080024,0.104515,0.095269,0.071212,0.068147,0.106225
0.049965,0.248198,0.054208,0.114724,0.045853,0.150053,0.103711,0.076235,0.046035,0.111018
0.120655,0.328690,0.041129,0.026774,0.026196,0.023594,0.314296,0.023286,0.067533,0.027846
0.030195,0.272469,0.108162,0.053118,0.049636,0.110694,0.192316,0.065870,0.059390,0.058150
0.016348,0.228617,0.181022,0.038830,0.350100,0.064653,0.027017,0.020289,0.029741,0.043383
0.056791,0.219887,0.030352,0.099617,0.077155,0.112640,0.117321,0.026176,0.133953,0.126109
0.055040,0.089872,0.137913,0.143448,0.099000,0.036035,0.129031,0.102417,0.078914,0.128330
0.019101,0.087136,0.348166,0.030444,0.230600,0.100728,0.059868,0.045286,0.033760,0.044911
0.065750,0.079616,0.092350,0.084257,0.042662,0.077209,0.344329,0.027704,0.087197,0.098927
0.055249,0.247386,0.098350,0.104958,0.082399,0.050970,0.076197,0.098239,0.072417,0.113835
0.096178,0.129773,0.094634,0.134689,0.087330,0.040336,0.105957,0.089946,0.096085,0.125073
0.062115,0.054547,0.262275,0.083404,0.092051,0.089760,0.103144,0.074190,0.090158,0.088355
0.088627,0.112517,0.114306,0.063739,0.093262,0.140199,0.092819,0.091866,0.077261,0.125405
0.082830,0.102580,0.047468,0.123875,0.098166,0.204839,0.100217,0.094527,0.045233,0.100264
0.056771,0.053189,0.219947,0.035810,0.077763,0.067954,0.073828,0.069926,0.241081,0.103732
0.103010,0.116764,0.105762,0.058027,0.102148,0.105286,0.119108,0.024740,0.135962,0.129193
0.017106,0.237151,0.180655,0.046157,0.340784,0.036581,0.025549,0.057245,0.030025,0.028746
0.052514,0.083314,0.138825,0.068552,0.078386,0.037657,0.328141,0.093280,0.051824,0.067507
0.058628,0.039586,0.126382,0.064874,0.259102,0.138893,0.062264,0.113092,0.103974,0.033204
0.055963,0.389806,0.058938,0.066882,0.073499,0.101136,0.066679,0.041428,0.066290,0.079379
