0.020685,0.319299,0.660015
0.669043,0.330957,0.000000
0.242997,0.733476,0.023527
0.999079,0.000921,0.000000
0.027969,0.300939,0.671092
0.001046,0.998953,0.000001
0.064640,0.425316,0.510044
0.805700,0.193985,0.000316
0.169699,0.127215,0.703085
0.997720,0.002279,0.000001
0.044648,0.074615,0.880738
0.989298,0.007599,0.003104
0.002406,0.992672,0.004922
0.641000,0.358994,0.000005
0.999395,0.000604,0.000000
0.722036,0.277964,0.000000
0.556287,0.443713,0.000000
0.175450,0.618572,0.205978
0.631047,0.356900,0.012053
0.561003,0.434050,0.004947
0.002329,0.997531,0.000140
0.993479,0.006519,0.000002
0.069311,0.536550,0.394140
0.041037,0.098259,0.860704
0.954678,0.042231,0.003092
0.742886,0.007656,0.249458
0.628904,0.371097,0.000000
0.970018,0.029982,0.000000
0.192343,0.394752,0.412905
0.000621,0.998727,0.000652
0.007795,0.915430,0.076775
0.085197,0.546854,0.367949
0.109632,0.352840,0.537528
0.998858,0.001142,0.000000
0.032235,0.094477,0.873288
0.112633,0.885692,0.001676
0.534098,0.460907,0.004995
0.999242,0.000758,0.000000
0.958400,0.041426,0.000174
0.999074,0.000926,0.000000
0.993762,0.006234,0.000004
0.000500,0.000486,0.999014
0.988973,0.011013,0.000013
0.092613,0.481157,0.426230
0.776129,0.223763,0.000108
0.213058,0.221273,0.565669
0.401917,0.598083,0.000000
0.175401,0.163857,0.660742
0.998085,0.001915,0.000000
0.086271,0.869830,0.043899
0.152077,0.642237,0.205686
0.651631,0.348369,0.000000
0.988261,0.011739,0.000000
0.996506,0.003482,0.000012
0.968557,0.031443,0.000000
0.999150,0.000850,0.000000
0.992212,0.007785,0.000003
0.677026,0.322917,0.000057
0.003686,0.982327,0.013987
0.950575,0.049424,0.000001
0.492628,0.505959,0.001412
0.773221,0.226777,0.000001
0.999669,0.000331,0.000000
0.996196,0.003804,0.000000
0.872232,0.127767,0.000000
0.998079,0.001921,0.000000
0.218425,0.244077,0.537498
0.999221,0.000778,0.000001
0.995680,0.004313,0.000007
0.008308,0.985469,0.006224
0.224919,0.538937,0.236144
0.169166,0.830819,0.000015
0.605934,0.331988,0.062079
0.120090,0.855376,0.024534
0.009584,0.950024,0.040393
0.097774,0.902035,0.000191
0.647254,0.352746,0.000000
0.046934,0.489932,0.463134
0.587642,0.412357,0.000000
0.005155,0.992397,0.002448
0.239588,0.301522,0.458890
0.992950,0.007050,0.000000
0.949747,0.050252,0.000000
0.473480,0.526502,0.000018
0.628330,0.371656,0.000014
0.994327,0.005672,0.000000
0.998309,0.001691,0.000000
0.140235,0.176208,0.683557
0.027014,0.384761,0.588224
0.984823,0.015177,0.000000
0.045659,0.429868,0.524473
0.992303,0.007687,0.000010
0.011978,0.012215,0.975806
0.998154,0.001846,0.000000
0.406743,0.581832,0.011425
0.997103,0.002897,0.000000
0.560582,0.012113,0.427305
0.997397,0.002603,0.000000
0.993926,0.006074,0.000000
0.999169,0.000831,0.000000
0.797894,0.034651,0.167454
0.708294,0.291706,0.000000
0.999043,0.000957,0.000000
0.396899,0.603042,0.000059
0.001906,0.997967,0.000127
0.992671,0.007323,0.000006
0.001688,0.003062,0.995250
0.871865,0.128135,0.000000
0.994812,0.005187,0.000002
0.076554,0.638945,0.284502
0.998951,0.001049,0.000000
0.845161,0.154839,0.000000
0.999010,0.000990,0.000000
0.989938,0.010009,0.000053
0.002683,0.994985,0.002333
0.019447,0.050944,0.929609
0.996167,0.003833,0.000000
0.775406,0.224316,0.000278
0.008609,0.106418,0.884974
0.441185,0.550777,0.008039
0.996291,0.003708,0.000001
0.150233,0.849519,0.000248
0.002949,0.006690,0.990361
0.001514,0.998484,0.000003
0.067655,0.021658,0.910687
0.115294,0.531267,0.353438
0.956113,0.043829,0.000058
0.002697,0.004316,0.992987
0.003439,0.994737,0.001824
0.003733,0.971726,0.024541
0.007705,0.029045,0.963250
0.000253,0.000028,0.999719
0.425573,0.565991,0.008435
0.718912,0.281088,0.000000
0.987066,0.012928,0.000005
0.023143,0.636243,0.340614
0.105855,0.710965,0.183180
0.006755,0.216131,0.777114
0.962642,0.028463,0.008895
0.555863,0.444137,0.000000
0.013815,0.965404,0.020781
0.061952,0.797250,0.140798
0.665262,0.327034,0.007704
0.587172,0.405790,0.007038
0.064327,0.855920,0.079753
0.855129,0.012922,0.131950
0.001293,0.000460,0.998247
0.193160,0.805219,0.001621
0.954351,0.045591,0.000058
0.322240,0.350063,0.327696
0.470548,0.529452,0.000000
0.454568,0.497158,0.048274
0.999533,0.000467,0.000000
0.851966,0.147955,0.000079
0.295928,0.340879,0.363193
0.025539,0.735393,0.239068
0.606130,0.393006,0.000864
0.041081,0.368515,0.590404
0.801522,0.198100,0.000378
0.994961,0.005038,0.000001
0.996600,0.003399,0.000001
0.995785,0.004210,0.000005
0.208063,0.360107,0.431830
0.022452,0.034628,0.942920
