0.031991,0.084601,0.036095,0.079688,0.479193,0.045187,0.061943,0.101103,0.033935,0.046265
0.023053,0.116996,0.067825,0.071013,0.070769,0.106776,0.071078,0.019759,0.384339,0.068392
0.094897,0.110055,0.111720,0.118586,0.108463,0.138868,0.110915,0.031045,0.063130,0.112320
0.072631,0.135999,0.089453,0.126170,0.135415,0.071743,0.150733,0.080558,0.071746,0.065551
0.070859,0.101186,0.098635,0.107768,0.101246,0.122021,0.097270,0.095927,0.124808,0.080280
0.068724,0.108088,0.042650,0.128477,0.114854,0.155644,0.148150,0.133566,0.056849,0.042998
0.031093,0.058246,0.035754,0.075560,0.429072,0.095475,0.086728,0.088681,0.047118,0.052274
0.056609,0.094890,0.092620,0.085994,0.090986,0.127162,0.216116,0.090221,0.056999,0.088402
0.053354,0.131265,0.071327,0.109515,0.114661,0.220995,0.115796,0.053162,0.038417,0.091508
0.044392,0.099649,0.046104,0.111208,0.135230,0.139411,0.100394,0.131897,0.066585,0.125128
0.114482,0.110963,0.110934,0.119294,0.118166,0.067357,0.128566,0.115886,0.051087,0.063265
0.036976,0.077350,0.249742,0.080625,0.202852,0.081912,0.067486,0.078244,0.076497,0.048317
0.037637,0.119540,0.075145,0.127870,0.115111,0.200288,0.136934,0.034848,0.051532,0.101096
0.029152,0.069151,0.314474,0.084314,0.220450,0.047832,0.083639,0.024030,0.049442,0.077516
0.061442,0.112209,0.108716,0.115257,0.113499,0.064191,0.114473,0.112726,0.086403,0.111084
0.059663,0.134625,0.055872,0.115064,0.156362,0.073969,0.145461,0.069797,0.059393,0.129794
0.030267,0.064284,0.240738,0.082433,0.285832,0.035338,0.067981,0.024148,0.091164,0.077814
0.099532,0.107093,0.048060,0.099437,0.126072,0.186432,0.114962,0.121275,0.052746,0.044389
0.061115,0.099920,0.102434,0.091430,0.100006,0.162599,0.101269,0.107183,0.074753,0.099290
0.061285,0.098895,0.103361,0.102442,0.101653,0.156918,0.098627,0.094140,0.080885,0.101795
0.034352,0.132986,0.217427,0.074381,0.069614,0.090987,0.180460,0.081235,0.070729,0.047831
0.052532,0.119436,0.048735,0.100661,0.123091,0.165593,0.128817,0.143212,0.050339,0.067584
0.064851,0.086669,0.049829,0.075532,0.370298,0.109902,0.084573,0.087538,0.028690,0.042119
0.039246,0.082868,0.263932,0.086225,0.087351,0.103664,0.089487,0.092813,0.071821,0.082594
0.033261,0.100308,0.053150,0.075398,0.318827,0.102237,0.079306,0.100988,0.037416,0.099110
0.075184,0.088722,0.265101,0.078982,0.180296,0.083853,0.064103,0.077514,0.028995,0.057251
0.050995,0.100098,0.097871,0.110475,0.100814,0.137489,0.100326,0.095364,0.103975,0.102594
0.056881,0.112522,0.116339,0.108090,0.109078,0.132941,0.110913,0.113919,0.062074,0.077243
0.032916,0.079686,0.305522,0.087820,0.093496,0.126877,0.101097,0.084663,0.035879,0.052043
0.038119,0.081147,0.117081,0.118246,0.192941,0.069052,0.110475,0.117860,0.045571,0.109507
0.093253,0.182788,0.091475,0.100062,0.092560,0.113118,0.098567,0.088309,0.048916,0.090952
0.042180,0.083350,0.285332,0.080273,0.095030,0.116237,0.064507,0.093133,0.052208,0.087750
0.063279,0.090490,0.093067,0.096294,0.086572,0.120291,0.212020,0.058519,0.130309,0.049159
0.104276,0.115417,0.048295,0.102271,0.123148,0.169721,0.111559,0.105650,0.054009,0.065654
0.041953,0.093705,0.288690,0.086566,0.096106,0.096902,0.128884,0.051056,0.057929,0.058210
0.032878,0.095824,0.275045,0.088890,0.157964,0.114737,0.084310,0.068536,0.040862,0.040954
0.037658,0.096738,0.266673,0.084404,0.080947,0.110417,0.085994,0.091400,0.051298,0.094471
0.041710,0.080697,0.277503,0.086577,0.183850,0.107585,0.080371,0.022754,0.041156,0.077797
0.071036,0.069131,0.211629,0.071690,0.179381,0.085816,0.133138,0.070580,0.032605,0.074995
0.042042,0.065298,0.365451,0.103077,0.114300,0.050961,0.064081,0.095789,0.046703,0.052298
0.063648,0.105549,0.101173,0.109521,0.160143,0.126647,0.110071,0.099764,0.047227,0.076257
0.045889,0.081321,0.256220,0.085198,0.083024,0.100930,0.180773,0.043675,0.039941,0.083029
0.075220,0.093794,0.324614,0.085233,0.094753,0.056142,0.089268,0.026916,0.064783,0.089277
0.030363,0.087964,0.090827,0.093540,0.137964,0.110374,0.211060,0.051037,0.081743,0.105127
