0.041363,0.774751,0.183886
0.013004,0.689064,0.297933
0.981430,0.018570,0.000000
0.913433,0.084013,0.002554
0.992039,0.007961,0.000000
0.143776,0.666109,0.190115
0.008701,0.042261,0.949038
0.296234,0.703762,0.000004
0.255793,0.738721,0.005487
0.389216,0.569079,0.041704
0.995782,0.004217,0.000001
0.774864,0.202905,0.022231
0.828823,0.167390,0.003786
0.057357,0.456109,0.486533
0.996748,0.003252,0.000000
0.183248,0.764683,0.052069
0.051126,0.555640,0.393234
0.991490,0.008510,0.000000
0.994447,0.005553,0.000000
0.997332,0.002668,0.000000
0.002182,0.994842,0.002976
0.993879,0.006121,0.000000
0.010845,0.342876,0.646279
0.957420,0.042580,0.000000
0.000010,0.000010,0.999980
0.637767,0.264768,0.097465
0.992424,0.007576,0.000000
0.996542,0.003458,0.000000
0.565013,0.310656,0.124332
0.209300,0.177879,0.612820
0.644634,0.355364,0.000002
0.804013,0.190800,0.005187
0.329894,0.670103,0.000002
0.992438,0.007562,0.000000
0.558605,0.441372,0.000023
0.000062,0.000172,0.999765
0.789234,0.202025,0.008741
0.281861,0.326069,0.392070
0.418860,0.573557,0.007582
0.025305,0.130768,0.843927
0.985005,0.014995,0.000000
0.581859,0.418097,0.000044
0.000093,0.000146,0.999760
0.272289,0.727695,0.000016
0.988187,0.011810,0.000003
0.995802,0.004198,0.000000
0.269647,0.534162,0.196191
0.997413,0.002588,0.000000
0.012096,0.098976,0.888928
0.005533,0.985521,0.008946
0.970131,0.029829,0.000040
0.881323,0.118676,0.000001
0.001177,0.997648,0.001175
0.026141,0.145526,0.828333
0.004726,0.317379,0.677895
0.043720,0.445102,0.511177
0.372566,0.627389,0.000045
0.047088,0.228176,0.724736
0.991176,0.008824,0.000000
0.825621,0.167828,0.006551
0.231639,0.595258,0.173103
0.117108,0.239816,0.643076
0.277316,0.124468,0.598216
0.995556,0.004444,0.000000
0.057718,0.438834,0.503448
0.463695,0.536304,0.000001
0.452083,0.546380,0.001537
0.004119,0.988002,0.007879
0.070586,0.481452,0.447962
0.456576,0.542588,0.000836
0.014589,0.661765,0.323646
0.004770,0.039239,0.955991
0.966474,0.033517,0.000009
0.366792,0.571688,0.061520
0.989609,0.010390,0.000001
0.989121,0.010879,0.000000
0.227086,0.772913,0.000001
0.976523,0.023476,0.000000
0.001503,0.987607,0.010890
0.053384,0.411851,0.534765
0.930447,0.068718,0.000834
0.640016,0.260316,0.099667
0.995478,0.004522,0.000000
0.241678,0.758083,0.000239
0.224501,0.774669,0.000830
0.002013,0.994949,0.003038
0.995836,0.004164,0.000000
0.105168,0.842412,0.052420
0.605816,0.392169,0.002015
0.001973,0.013891,0.984135
0.530885,0.469103,0.000013
0.225482,0.720254,0.054264
0.009244,0.139811,0.850945
0.001329,0.998577,0.000094
0.217753,0.779132,0.003115
0.988245,0.011755,0.000000
0.724039,0.211620,0.064341
0.447910,0.550742,0.001348
0.330429,0.669530,0.000041
0.996347,0.003653,0.000000
0.001296,0.982626,0.016078
0.410002,0.589994,0.000004
0.947046,0.052954,0.000000
0.378943,0.603464,0.017593
0.051571,0.487168,0.461260
0.995706,0.004294,0.000000
0.005120,0.214012,0.780868
0.005968,0.891188,0.102844
0.927754,0.053118,0.019128
0.009793,0.503064,0.487142
0.076310,0.282308,0.641381
0.427846,0.571901,0.000253
0.990989,0.009010,0.000002
0.015416,0.318791,0.665793
0.013979,0.055404,0.930617
0.963018,0.036982,0.000000
0.923599,0.032023,0.044378
0.994622,0.005372,0.000006
0.984031,0.015819,0.000151
0.161418,0.760013,0.078569
0.995979,0.004021,0.000000
0.985989,0.014011,0.000000
0.954197,0.045803,0.000000
0.983300,0.016700,0.000000
0.174159,0.824351,0.001490
0.439975,0.557173,0.002851
0.026693,0.416834,0.556473
0.075416,0.669540,0.255044
0.334053,0.665945,0.000002
0.026167,0.058733,0.915101
0.036208,0.462906,0.500886
0.016922,0.357748,0.625330
0.227730,0.772263,0.000007
0.003209,0.007181,0.989609
0.722003,0.277305,0.000691
0.001487,0.004195,0.994319
0.000642,0.003710,0.995648
0.002967,0.976250,0.020782
0.000799,0.998008,0.001192
0.982179,0.017821,0.000000
0.000784,0.000198,0.999018
0.002108,0.898063,0.099829
0.025397,0.010552,0.964052
0.462941,0.537002,0.000057
0.085370,0.780040,0.134590
0.890154,0.109844,0.000002
0.986070,0.013734,0.000196
0.006087,0.054325,0.939588
0.063560,0.801491,0.134949
0.994673,0.005327,0.000000
0.988057,0.011943,0.000000
0.973360,0.026640,0.000001
0.988352,0.011648,0.000000
0.096267,0.885222,0.018510
0.003797,0.988714,0.007490
0.001622,0.037289,0.961089
0.802045,0.170443,0.027512
0.004584,0.010895,0.984521
0.995576,0.004424,0.000000
0.010395,0.029752,0.959854
0.994038,0.005962,0.000000
0.175981,0.819225,0.004794
0.996271,0.003724,0.000005
0.987900,0.012100,0.000000
0.269609,0.730297,0.000094
